movieId,tag,rating,genres,release_year,title_movie,imdb,tmdb
339,coma,3.4693877551020407,Comedy|Romance,1995,While You Were Sleeping ,"
                    A hopelessly romantic Chicago Transit Authority token collector is mistaken for the fiancée of a coma patient.
            ","
A transit worker pulls commuter Peter off railway tracks after he's mugged, but—while he's in a coma—his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.
"
342,Australia|weddings,3.272727272727273,Comedy,1994,Muriel's Wedding ,"
                    A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.
            ","
A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.
"
345,cross dressing|men in drag|remade,3.5972222222222223,Comedy|Drama,1994,"Adventures of Priscilla, Queen of the Desert, The ","
                    Two drag performers and a transgender woman travel across the desert to perform their unique style of cabaret.
            ","
Two drag-queens and a transsexual contract to perform a drag show at a resort in Alice Springs, and head west from Sydney aboard their lavender bus, named 'Priscilla'. En route, they discover that the woman they've contracted with is the wife of one of the drag queens. Their bus breaks down, and is repaired by Bob, who then travels on with them.
"
349,Tom Clancy,3.6045454545454545,Action|Crime|Drama|Thriller,1994,Clear and Present Danger ,"
                    CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.
            ","
CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.
"
350,John Grisham,3.3859649122807016,Drama|Mystery|Thriller,1994,"Client, The ","
                    A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.
            ","
A street-wise kid, Mark Sway, sees the suicide of Jerome Clifford, a prominent Louisiana lawyer, whose current client is Barry 'The Blade' Muldano, a Mafia hit-man. Before Jerome shoots himself, he tells Mark where the body of a Senator is buried. Clifford shoots himself and Mark is found at the scene, and both the FBI and the Mafia quickly realize that Mark probably knows more than he says.
"
351,interracial romance,3.176470588235294,Comedy|Drama|Romance,1994,"Corrina, Corrina ","
                    In 1959, a widower hires a kindly housekeeper/nanny to care for his seven-year-old daughter.
            ","
When Manny Singer's wife dies, his young daughter Molly becomes mute and withdrawn. To help cope with looking after Molly, he hires sassy housekeeper Corrina Washington, who coaxes Molly out of her shell and shows father and daughter a whole new way of life. Manny and Corrina's friendship delights Molly and enrages the other townspeople.
"
356,shrimp|Vietnam|bubba gump shrimp|lieutenant dan|stupid is as stupid does|bittersweet|emotional|heartwarming|touching,4.164133738601824,Comedy|Drama|Romance|War,1994,Forrest Gump ,"
                    The presidencies of Kennedy and Johnson, the events of Vietnam, Watergate and other historical events unfold through the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.
            ","
A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.
"
357,wedding,3.5194174757281553,Comedy|Romance,1994,Four Weddings and a Funeral ,"
                    Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.
            ","
Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.
"
361,gambling,3.0588235294117645,Comedy|Drama|Romance,1994,It Could Happen to You ,"
                    A police officer promises to share his lottery ticket with a waitress in lieu of a tip.
            ","
Charlie Lang is a simple, kindhearted New York City cop. When he realizes he has no money to tip waitress Yvonne Biasi, Lang offers her half the winnings of his lottery ticket. Amazingly, the ticket happens to be a winner, in the sum of $4 million. True to his word, Lang proceeds to share the prize money with Biasi, which infuriates his greedy wife, Muriel. Not content with the arrangement, Muriel begins scheming to take all the money.
"
363,Holocaust|In Netflix queue,4.0,Documentary,1993,"Wonderful, Horrible Life of Leni Riefenstahl, The ","
                    A documentary about the life and work of Leni Riefenstahl, a German film director most notorious for making the most effective propaganda films for the Nazis.
            ","
This documentary recounts the life and work of one of most famous, and yet reviled, German film directors in history, Leni Riefenstahl. The film recounts the rise of her career from a dancer, to a movie actor to the most important film director in Nazi Germany who directed such famous propaganda films as Triumph of the Will and Olympiad. The film also explores her later activities after Nazi Germany's defeat in 1945 and her disgrace for being so associated with it which includes her amazingly active life over the age of 90.
"
364,Disney|Disney animated feature|Oscar (Best Music - Original Score)|soundtrack|Disney,3.941860465116279,Adventure|Animation|Children|Drama|Musical|IMAX,1994,"Lion King, The ","
                    A Lion cub crown prince is tricked by a treacherous uncle into thinking he caused his father's death and flees into exile in despair, only to learn in adulthood his identity and his responsibilities.
            ","
A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?
"
371,journalism,3.3095238095238093,Comedy|Drama,1994,"Paper, The ","
                    New York City tabloid editor Henry's faced with tough decisions while he faces several serious life challenges, and a tempting job offer.
            ","
Henry Hackett is the workaholic editor of a New York City tabloid. He loves his job, but the long hours and low pay are leading to discontent. Also, publisher Bernie White faces financial straits, and has hatchet-man Alicia Clark—Henry's nemesis—impose unpopular cutbacks.
"
377,bus,3.5292397660818713,Action|Romance|Thriller,1994,Speed ,"
                    A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.
            ","
Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.
"
380,spies,3.497191011235955,Action|Adventure|Comedy|Romance|Thriller,1994,True Lies ,"
                    A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States.
            ","
A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used car salesman while terrorists smuggle nuclear war heads into the United States.
"
381,alcoholism,3.8181818181818183,Drama|Romance,1994,When a Man Loves a Woman ,"
                    The seemingly perfect relationship between a man and his wife is tested as a result of her alcoholism.
            ","
An airline pilot and his wife are forced to face the consequences of her alcoholism when her addictions threaten her life and their daughter's safety. While the woman enters detox, her husband must face the truth of his enabling behavior.
"
410,black comedy|Christina Ricci|Christopher Lloyd|dark comedy|family|gothic,3.1011904761904763,Children|Comedy|Fantasy,1993,Addams Family Values ,"
                    The Addams Family try to rescue their beloved Uncle Fester from his gold-digging new love, a black widow named Debbie.
            ","
Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.
"
412,Edith Wharton,3.5,Drama,1993,"Age of Innocence, The ","
                    A tale of nineteenth-century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.
            ","
Tale of 19th century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.
"
413,Comedy,2.7884615384615383,Comedy,1994,Airheads ,"
                    Three band members hoping for a big break head to a radio station to play their demo tape and wind up holding everyone hostage with plastic guns when the head D.J. refuses to play them.
            ","
The Lone Rangers have heavy-metal dreams and a single demo tape they can't get anyone to play. The solution: Hijack an AM rock station and hold the deejays hostage until they agree to broadcast the band's tape.
"
421,horses,3.2083333333333335,Adventure|Children|Drama,1994,Black Beauty ,"
                    The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.
            ","
The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.
"
425,mental illness|Oscar (Best Actress),3.75,Drama|Romance,1994,Blue Sky ,"
                    Jessica Lange stars in a period drama about a family moving to a military base, and she quickly becomes part of a cover-up involving nuclear bomb tests.
            ","
Hank Marshall is a tough, square-jawed, straitlaced Army engineer and nuclear science expert, assigned to help conduct weapons-testing in 1950's America. Hank has become a thorn in the side of the Army, though, for a couple of very different reasons. He is an outspoken opponent of atmospheric testing, though his superiors hold contrary views and want to squelch his concerns...and his reports. The other problem is his wife, Carly. She is voluptuous and volatile, wreaking havoc in his personal life and stirring up intrigue at each new Army base.
"
431,Al Pacino|gangster|mafia,3.738095238095238,Crime|Drama,1993,Carlito's Way ,"
                    A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.
            ","
A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him, and lead a better life outside NYC.
"
440,President,3.5460526315789473,Comedy|Romance,1993,Dave ,"
                    To avoid a potentially explosive scandal when the U.S. President goes into a coma, an affable temp agency owner with an uncanny resemblance is put in his place.
            ","
Bill Mitchell is the philandering and distant President of the United States. Dave Kovic is a sweet-natured and caring Temp Agency operator, who by a staggering coincidence looks exactly like the President. As such, when Mitchell wants to escape an official luncheon, the Secret Service hires Dave to stand in for him. Unfortunately, Mitchell suffers a severe stroke whilst having sex with one of his aides, and Dave finds himself stuck in the role indefinitely. The corrupt and manipulative Chief of Staff, Bob Alexander, plans to use Dave to elevate himself to the White House - but unfortunately, he doesn't count on Dave enjoying himself in office, using his luck to make the country a better place, and falling in love with the beautiful First Lady...
"
454,John Grisham,3.5346534653465347,Drama|Thriller,1993,"Firm, The ","
                    A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.
            ","
Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...
"
457,based on a TV show,3.9921052631578946,Thriller,1993,"Fugitive, The ","
                    Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.
            ","
Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find her killer and clear his name. Pursuing him is a team of U.S. marshals led by Deputy Samuel Gerard, a determined detective who will not rest until Richard is captured. As Kimble leads the marshals through a series of intricate chases, he uncovers the secret behind his wife's death and struggles to expose the killer before he is recaptured, or killed.
"
471,hula hoop,3.55,Comedy,1994,"Hudsucker Proxy, The ","
                    A naive business graduate is installed as president of a manufacturing company as part of a stock scam.
            ","
A naive business graduate is installed as president of a manufacturing company as part of a stock scam.
"
474,assassination,3.692857142857143,Action|Thriller,1993,In the Line of Fire ,"
                    Secret Service agent Frank Horrigan (Clint Eastwood) couldn't save Kennedy, but he's determined not to let a clever assassin take out this president.
            ","
Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.
"
475,Ireland,4.3,Drama,1993,In the Name of the Father ,"
                    A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.
            ","
A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.
"
477,biopic,3.3823529411764706,Drama|Musical,1993,What's Love Got to Do with It? ,"
                    The story of singer Tina Turner's rise to stardom and how she gained the courage to break free from her abusive husband, Ike Turner.
            ","
A film about the singer Tina Turner and how she rose to stardom with her abusive husband Ike Turner and how she gained the courage to break free.
"
480,Dinosaur,3.75,Action|Adventure|Sci-Fi|Thriller,1993,Jurassic Park ,"
                    A pragmatic paleontologist visiting an almost complete theme park is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.
            ","
A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.
"
488,Japan|sexuality,3.0,Drama|Romance,1993,M. Butterfly ,"
                    In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks.
            ","
In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks.
"
497,Shakespeare,3.813953488372093,Comedy|Romance,1993,Much Ado About Nothing ,"
                    Young lovers Hero and Claudio, soon to wed, conspire to get verbal sparring partners and confirmed singles Benedick and Beatrice to wed as well.
            ","
In this Shakespearean farce, Hero and her groom-to-be, Claudio, team up with Claudio's commanding officer, Don Pedro, the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John plots to ruin the wedding.
"
500,cross dressing|divorce|men in drag,3.388888888888889,Comedy|Drama,1993,Mrs. Doubtfire ,"
                    After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.
            ","
Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.
"
508,AIDs,3.6136363636363638,Drama,1993,Philadelphia ,"
                    When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.
            ","
Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.
"
513,radio|show business,3.375,Comedy|Mystery|Romance,1994,Radioland Murders ,"
                    In 1939, WBN, a fourth radio network, is about to take to America's airwaves. As if the confusion of the premiere night wasn't enough, Penny Henderson, the owner's secretary, must deal with...
                    See full summary »
            ","
In 1939, WBN, a fourth radio network, is about to take to America's airwaves. As if the confusion of the premiere night wasn't enough, Penny Henderson, the owner's secretary, must deal with an unhappy sponsor, an overbearing boss and a soon-to-be ex-husband who desperately wants her back. As the broadcast begins, a mysterious voice breaks the broadcast and suddenly members of the cast turn up dead. It's up to her husband Roger, to find out whodunit as the police chase him through the halls of WBN.
"
515,Butler|Housekeeper,3.6041666666666665,Drama|Romance,1993,"Remains of the Day, The ","
                    A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.
            ","
A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.
"
516,military,3.0555555555555554,Comedy|Drama,1994,Renaissance Man ,"
                    A failed businessman is hired by the army to teach a group of underachieving recruits in order to help them pass basic training.
            ","
Danny DeVito plays an advertising man who is slowly sliding downhill. When he is fired from his job in Detroit, he signs up for unemployment. One day they find him a job; Teaching thinking skills to Army recruits. He arrives on base to find that there is no structure set up for the class.
"
522,Australia|racism|violence,3.2857142857142856,Action|Drama,1992,Romper Stomper ,"
                    A group of skinheads become alarmed at the way their neighbourhood is changing.
            ","
Nazi skinheads in Melbourne take out their anger on local Vietnamese, who are seen as threatening racial purity. Finally the Vietnamese have had enough and confront the skinheads in an all-out confrontation, sending the skinheads running. A woman who is prone to epileptic seizures joins the skins' merry band, and helps them on their run from justice, but is her affliction also a sign of impurity?
"
524,football,3.485294117647059,Drama,1993,Rudy ,"
                    Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.
            ","
Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.
"
527,moving|thought-provoking|Holocaust|based on a true story|biography|disturbing|holocaust,4.225,Drama|War,1993,Schindler's List ,"
                    In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.
            ","
The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.
"
529,chess,3.875,Drama,1993,Searching for Bobby Fischer ,"
                    A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.
            ","
A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.
"
531,In Netflix queue,3.25,Children|Drama,1993,"Secret Garden, The ","
                    A young, recently-orphaned girl is sent to England after living in India all of her life. Once there, she begins to explore her new, seemingly-isolated surroundings, and its secrets.
            ","
A young British girl born and reared in India loses her neglectful parents in an earthquake. She is returned to England to live at her uncle's castle. Her uncle is very distant due to the loss of his wife ten years before. Neglected once again, she begins exploring the estate and discovers a garden that has been locked and neglected. Aided by one of the servants' boys, she begins restoring the garden, and eventually discovers some other secrets of the manor.
"
534,C.S. Lewis,3.607142857142857,Drama|Romance,1993,Shadowlands ,"
C.S. Lewis, a world-renowned Christian theologian, writer and professor, leads a passionless life until he meets spirited poet Joy Gresham from the U.S.
            ","
C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham
"
535,large cast,3.2666666666666666,Drama,1993,Short Cuts ,"
                    The day-to-day lives of several suburban Los Angeles residents.
            ","
Many loosely connected characters cross paths in this film, based on the stories of Raymond Carver. Waitress Doreen Piggot accidentally runs into a boy with her car. Soon after walking away, the child lapses into a coma. While at the hospital, the boy's grandfather tells his son, Howard, about his past affairs. Meanwhile, a baker starts harassing the family when they fail to pick up the boy's birthday cake.
"
538,race,3.5833333333333335,Drama,1993,Six Degrees of Separation ,"
                    An affluent New York City couple finds their lives touched, intruded upon, and compelled by a mysterious young black man who is never quite who he says he is.
            ","
The story of a young, gay, black, con artist who, posing as the son of Sidney Poitier, cunningly maneuvers his way into the lives of a white, upper-class New York family.
"
539,Empire State Building,3.4716981132075473,Comedy|Drama|Romance,1993,Sleepless in Seattle ,"
                    A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.
            ","
A young boy who tries to set his dad up on a date after the death of his mother. He calls into a radio station to talk about his dad's loneliness which soon leads the dad into meeting a journalist, Annie who flies to Seattle, to write a story about the boy and his dad. Yet Annie ends up with more than just a story in this popular romantic comedy.
"
540,bad,2.6666666666666665,Thriller,1993,Sliver ,"
                    A woman moves into an exclusive New York City apartment building, which she soon discovers houses tenants with all manner of shocking secrets.
            ","
A woman moves into an apartment in Manhattan and learns that the previous tenant's life ended mysteriously after they fell from the balcony.
"
541,sci-fi|robots|androids|artificial intelligence|atmospheric|cyberpunk|future|mindfuck|Philip K. Dick|atmospheric|dreamlike|existentialism|philosophical,4.100806451612903,Action|Sci-Fi|Thriller,1982,Blade Runner ,"
                    A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.
            ","
In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.
"
543,beat poetry,3.317073170731707,Comedy|Romance|Thriller,1993,So I Married an Axe Murderer ,"
                    A San Francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others.
            ","
Just after a bad breakup, Charlie MacKenzie falls for lovely butcher Harriet Michaels and introduces her to his parents. But, as voracious consumers of sensational tabloids, his parents soon come to suspect that Harriet is actually a notorious serial killer -- ""Mrs. X"" -- wanted in connection with a string of bizarre honeymoon killings. Thinking his parents foolish, Charlie proposes to Harriet. But while on his honeymoon with her, he begins to fear they were right.
"
551,Christmas|Halloween,3.553763440860215,Animation|Children|Fantasy|Musical,1993,"Nightmare Before Christmas, The ","
                    Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.
            ","
Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.
"
552,knights,3.262295081967213,Action|Adventure|Comedy|Romance,1993,"Three Musketeers, The ","
                    France, 1625: Young d'Artagnan heads to Paris to join the Musketeers but the evil cardinal has disbanded them - save 3. He meets the 3, Athos, Porthos and Aramis, and joins them on their quest to save the king and country.
            ","
D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.
"
556,politics,3.3333333333333335,Documentary,1993,"War Room, The ","
                    A documentary of the Bill Clinton 1992 presidential campaign and the organization who ran it.
            ","
A behind-the-scenes documentary about the Clinton for President campaign, focusing on the adventures of spin doctors James Carville and George Stephanopoulos.
"
562,adolescence,3.5434782608695654,Comedy|Drama,1995,Welcome to the Dollhouse ,"
                    An awkward seventh-grader struggles to cope with inattentive parents, snobbish class-mates, a smart older brother, an attractive younger sister and her own insecurities in suburban New Jersey.
            ","
Eleven-and-a-half-year-old Dawn Wiener is a shy, unattractive, unpopular seventh grader living in a middle-class suburban community in New Jersey. Her seventeen-year-old brother Mark is a nerdy high school student who plays clarinet in a garage band and shuns girls in order to prepare for college. Dawn's younger sister, eight-year-old Missy, is a spoiled, manipulative little girl who pesters Dawn and dances around the house in a tutu. Their mother dotes on Missy and sides with her in disputes with Dawn. Their father is a meek, immature, selfish man who sides with Dawn's mother in arguments with Dawn. Dawn's only friend is an effeminate sixth-grade boy named Ralphy, with whom she shares a dilapidated clubhouse in her backyard.
"
586,christmas,2.9956896551724137,Children|Comedy,1990,Home Alone ,"
                    An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.
            ","
Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.
"
587,overrated,3.4347826086956523,Comedy|Drama|Fantasy|Romance|Thriller,1990,Ghost ,"
                    After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.
            ","
Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.
"
588,Disney,3.7923497267759565,Adventure|Animation|Children|Comedy|Musical,1992,Aladdin ,"
                    A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.
            ","
Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street-urchin Aladdin.  The couple falls in love, although Jasmine may only marry a prince.  After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.
"
589,apocalypse|Arnold Schwarzenegger|nuclear war|sci-fi|Suspense|time travel|robots|Scifi masterpiece,3.970982142857143,Action|Sci-Fi,1991,Terminator 2: Judgment Day ,"
                    A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg.
            ","
Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.
"
590,American Indians|Native Americans,3.8353658536585367,Adventure|Drama|Western,1990,Dances with Wolves ,"
                    Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.
            ","
Wounded Civil War soldier, John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.
"
592,superhero,3.4285714285714284,Action|Crime|Thriller,1989,Batman ,"
                    The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.
            ","
The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.
"
593,Hannibal Lector|disturbing|drama|gothic|psychology|suspense,4.161290322580645,Crime|Horror|Thriller,1991,"Silence of the Lambs, The ","
                    A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.
            ","
Clarice Starling is a top student at the FBI's training academy. Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism. Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.
"
594,Disney,3.616883116883117,Animation|Children|Drama|Fantasy|Musical,1937,Snow White and the Seven Dwarfs ,"
                    Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.
            ","
A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.
"
595,Disney,3.7705479452054793,Animation|Children|Fantasy|Musical|Romance|IMAX,1991,Beauty and the Beast ,"
                    A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.
            ","
Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.
"
596,Disney,3.45,Animation|Children|Fantasy|Musical,1940,Pinocchio ,"
                    A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.
            ","
Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket.
"
597,prostitution,3.4851851851851854,Comedy|Romance,1990,Pretty Woman ,"
                    A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.
            ","
When a millionaire wheeler-dealer enters a business contract with a Hollywood hooker Vivian Ward, he loses his heart in the bargain.
"
608,based on a true story|dark comedy|KIDNAPPING|Steve Buscemi|Coen Brothers,4.116022099447513,Comedy|Crime|Drama|Thriller,1996,Fargo ,"
                    Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.
            ","
Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!
"
616,Disney,3.411111111111111,Animation|Children,1970,"Aristocats, The ","
                    With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.
            ","
When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue.
"
